code,date,time,floor,type,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,ptVolume,ptValue,change,adChange,pctChange
DIG,2022-03-11,15:03:03,HOSE,STOCK,91.0,97.3,84.7,89.5,91.0,86.5,88.0,88.96,73.363,74.593,70.904,72.134,72.921,3944800.0,350912630000.0,0.0,0.0,-3.0,-2.4591,-3.2967
DIG,2022-03-10,15:03:03,HOSE,STOCK,88.1,94.2,82.0,91.8,93.0,90.2,91.0,91.74,75.248,76.232,73.937,74.593,75.199,3015500.0,276635960000.0,0.0,0.0,2.9,2.3771,3.2917
DIG,2022-03-09,15:03:03,HOSE,STOCK,87.6,93.7,81.5,88.8,89.0,82.3,88.1,86.4,72.789,72.953,67.461,72.216,70.822,6316400.0,545760270000.0,0.0,0.0,0.5,0.4099,0.5708
DIG,2022-03-08,15:03:02,HOSE,STOCK,94.1,100.6,87.6,90.2,93.4,87.6,87.6,89.58,73.937,76.56,71.806,71.806,73.429,9470200.0,848337300000.0,0.0,0.0,-6.5,-5.3281,-6.9075
DIG,2022-03-07,15:03:03,HOSE,STOCK,96.2,102.9,89.5,96.9,97.5,93.0,94.1,95.05,79.429,79.921,76.232,77.134,77.912,4292900.0,408038480000.0,0.0,0.0,-2.1,-1.7214,-2.183
DIG,2022-03-04,15:03:03,HOSE,STOCK,93.4,99.9,86.9,94.0,98.6,92.8,96.2,95.94,77.052,80.822,76.068,78.855,78.642,5264200.0,505073110000.0,0.0,0.0,2.8,2.2952,2.9979
DIG,2022-03-03,15:03:04,HOSE,STOCK,92.3,98.7,85.9,93.0,94.5,92.0,93.4,93.28,76.232,77.462,75.412,76.56,76.462,3361900.0,313602830000.0,0.0,0.0,1.1,0.9017,1.1918
DIG,2022-03-02,15:03:03,HOSE,STOCK,92.0,98.4,85.6,93.9,95.5,90.0,92.3,93.22,76.97,78.281,73.773,75.658,76.412,4674900.0,435811210000.0,0.0,0.0,0.3,0.2459,0.3261
DIG,2022-03-01,15:03:04,HOSE,STOCK,86.0,92.0,80.0,86.1,92.0,86.0,92.0,90.51,70.576,75.412,70.494,75.412,74.191,7356500.0,665842710000.0,0.0,0.0,6.0,4.9182,6.9767
DIG,2022-02-28,15:02:03,HOSE,STOCK,88.1,94.2,82.0,87.0,89.0,84.0,86.0,86.28,71.314,72.953,68.855,70.494,70.724,4523200.0,390277440000.0,0.0,0.0,-2.1,-1.7214,-2.3837
DIG,2022-02-25,15:02:04,HOSE,STOCK,87.4,93.5,81.3,90.3,91.9,88.1,88.1,89.9,74.019,75.33,72.216,72.216,73.691,4180300.0,375805670000.0,0.0,0.0,0.7,0.5738,0.8009
DIG,2022-02-24,15:02:03,HOSE,STOCK,93.0,99.5,86.5,92.0,94.0,86.5,87.4,87.73,75.412,77.052,70.904,71.642,71.912,10818300.0,949131130000.0,0.0,0.0,-5.6,-4.5903,-6.0215
DIG,2022-02-23,15:02:03,HOSE,STOCK,88.4,94.5,82.3,90.0,94.0,88.4,93.0,90.94,73.773,77.052,72.461,76.232,74.544,6058000.0,550924500000.0,0.0,0.0,4.6,3.7706,5.2036
DIG,2022-02-22,15:02:02,HOSE,STOCK,95.0,101.6,88.4,88.4,92.3,88.4,88.4,89.11,72.461,75.658,72.461,72.461,73.043,12212200.0,1088214730000.0,0.0,0.0,-6.6,-5.41,-6.9474
DIG,2022-02-21,15:02:03,HOSE,STOCK,91.5,97.9,85.1,94.0,97.6,92.3,95.0,95.02,77.052,80.003,75.658,77.872,77.888,4792200.0,455335470000.0,0.0,0.0,3.5,2.869,3.8251
DIG,2022-02-18,15:02:03,HOSE,STOCK,85.7,91.6,79.8,85.0,91.6,84.0,91.5,88.63,69.675,75.085,68.855,75.003,72.65,5543100.0,491274290000.0,0.0,0.0,5.8,4.7543,6.7678
DIG,2022-02-17,15:02:03,HOSE,STOCK,84.4,90.3,78.5,87.2,89.0,84.0,85.7,85.74,71.478,72.953,68.855,70.248,70.281,7571800.0,649218790000.0,0.0,0.0,1.3,1.0656,1.5403
DIG,2022-02-16,15:02:03,HOSE,STOCK,78.9,84.4,73.4,82.5,84.4,82.0,84.4,83.93,67.625,69.183,67.215,69.183,68.797,3266800.0,274175660000.0,0.0,0.0,5.5,4.5084,6.9708
DIG,2022-02-15,15:02:03,HOSE,STOCK,73.8,78.9,68.7,74.8,78.9,74.0,78.9,77.87,61.314,64.674,60.658,64.674,63.83,4811200.0,374656400000.0,0.0,0.0,5.1,4.1804,6.9106
DIG,2022-02-14,15:02:02,HOSE,STOCK,69.0,73.8,64.2,66.0,73.8,66.0,73.8,70.56,54.1,60.494,54.1,60.494,57.838,6599000.0,465632990000.0,165400.0,10618680000.0,4.8,3.9346,6.9565
DIG,2022-02-11,15:02:05,HOSE,STOCK,72.9,78.0,67.8,71.0,74.9,69.0,69.0,71.55,58.199,61.396,56.559,56.559,58.65,4926000.0,352435250000.0,0.0,0.0,-3.9,-3.1968,-5.3498
DIG,2022-02-10,15:02:04,HOSE,STOCK,68.2,72.9,63.5,72.9,72.9,71.2,72.9,72.67,59.756,59.756,58.363,59.756,59.568,4090600.0,297277250000.0,165000.0,10477500000.0,4.7,3.8526,6.8915
DIG,2022-02-09,15:02:03,HOSE,STOCK,63.8,68.2,59.4,59.4,68.2,59.4,68.2,61.44,48.69,55.904,48.69,55.904,50.362,10218600.0,627836670000.0,0.0,0.0,4.4,3.6067,6.8966
DIG,2022-02-08,15:02:03,HOSE,STOCK,68.5,73.2,63.8,63.9,65.9,63.8,63.8,64.08,52.379,54.018,52.297,52.297,52.526,6680600.0,428125900000.0,0.0,0.0,-4.7,-3.8526,-6.8613
DIG,2022-02-07,15:02:03,HOSE,STOCK,73.6,78.7,68.5,74.5,77.0,68.5,68.5,72.54,61.068,63.117,56.149,56.149,59.461,5271400.0,382380390000.0,0.0,0.0,-5.1,-4.1804,-6.9293
DIG,2022-01-28,15:01:03,HOSE,STOCK,79.1,84.6,73.6,73.6,77.1,73.6,73.6,73.86,60.33,63.199,60.33,60.33,60.543,9074500.0,670269830000.0,0.0,0.0,-5.5,-4.5084,-6.9532
DIG,2022-01-27,15:01:04,HOSE,STOCK,85.0,90.9,79.1,85.0,86.0,79.1,79.1,81.36,69.675,70.494,64.838,64.838,66.691,3013300.0,245148560000.0,0.0,0.0,-5.9,-4.8362,-6.9412
DIG,2022-01-26,15:01:03,HOSE,STOCK,84.0,89.8,78.2,84.1,89.8,84.0,85.0,87.25,68.937,73.609,68.855,69.675,71.519,4680400.0,408341670000.0,0.0,0.0,1.0,0.8197,1.1905
DIG,2022-01-25,15:01:03,HOSE,STOCK,82.9,88.7,77.1,77.1,86.1,77.1,84.0,79.88,63.199,70.576,63.199,68.855,65.478,7432700.0,593716860000.0,0.0,0.0,1.1,0.9017,1.3269
DIG,2022-01-24,15:01:03,HOSE,STOCK,89.1,95.3,82.9,90.2,91.0,82.9,82.9,86.37,73.937,74.593,67.953,67.953,70.797,6567200.0,567200300000.0,0.0,0.0,-6.2,-5.0821,-6.9585
DIG,2022-01-21,15:01:02,HOSE,STOCK,83.3,89.1,77.5,89.1,89.1,83.3,89.1,88.79,73.035,73.035,68.281,73.035,72.781,8261400.0,733522210000.0,130000.0,10075000000.0,5.8,4.7542,6.9628
DIG,2022-01-20,15:01:03,HOSE,STOCK,77.9,83.3,72.5,72.5,83.3,72.5,83.3,75.89,59.428,68.281,59.428,68.281,62.207,13033500.0,989171570000.0,0.0,0.0,5.4,4.4264,6.932
DIG,2022-01-19,15:01:02,HOSE,STOCK,83.7,89.5,77.9,77.9,77.9,77.9,77.9,77.9,63.855,63.855,63.855,63.855,63.855,680900.0,53042110000.0,0.0,0.0,-5.8,-4.7543,-6.9295
DIG,2022-01-18,15:01:03,HOSE,STOCK,89.9,96.1,83.7,83.7,83.7,83.7,83.7,83.7,68.609,68.609,68.609,68.609,68.609,700800.0,58656960000.0,0.0,0.0,-6.2,-5.0821,-6.8966
DIG,2022-01-17,15:01:03,HOSE,STOCK,96.6,103.3,89.9,99.7,99.9,89.9,89.9,93.76,81.724,81.888,73.691,73.691,76.855,8371300.0,784919510000.0,0.0,0.0,-6.7,-5.492,-6.9358
DIG,2022-01-14,15:01:03,HOSE,STOCK,103.7,110.9,96.5,96.5,106.0,96.5,96.6,98.0,79.101,86.888,79.101,79.183,80.331,12905300.0,1264736070000.0,0.0,0.0,-7.1,-5.8199,-6.8467
DIG,2022-01-13,15:01:02,HOSE,STOCK,111.5,119.3,103.7,112.0,116.0,103.7,103.7,107.04,91.806,95.085,85.003,85.003,87.741,6175500.0,661001230000.0,0.0,0.0,-7.8,-6.3937,-6.9955
DIG,2022-01-12,15:01:03,HOSE,STOCK,119.8,128.1,111.5,119.0,125.0,111.5,111.5,113.98,97.544,102.463,91.397,91.397,93.429,13756100.0,1567876440000.0,21200.0,2715720000.0,-8.3,-6.8035,-6.9282
DIG,2022-01-11,15:01:02,HOSE,STOCK,112.0,119.8,104.2,115.0,119.8,112.5,119.8,117.8,94.266,98.2,92.216,98.2,96.561,5806500.0,684032480000.0,0.0,0.0,7.8,6.3937,6.9643
DIG,2022-01-10,15:01:03,HOSE,STOCK,117.1,125.2,109.0,115.9,125.2,112.0,112.0,120.33,95.003,102.626,91.806,91.806,98.635,6048800.0,727867360000.0,50000.0,6260000000.0,-5.1,-4.1805,-4.3553
DIG,2022-01-07,15:01:02,HOSE,STOCK,109.5,117.1,101.9,111.1,117.1,108.0,117.1,112.97,91.069,95.987,88.528,95.987,92.602,4244200.0,479469050000.0,0.0,0.0,7.6,6.2297,6.9406
DIG,2022-01-06,15:01:03,HOSE,STOCK,110.6,118.3,102.9,109.2,113.9,108.0,109.5,111.02,89.511,93.364,88.528,89.757,91.003,5140200.0,570656180000.0,0.0,0.0,-1.1,-0.9017,-0.9946
DIG,2022-01-05,15:01:03,HOSE,STOCK,103.4,110.6,96.2,110.6,110.6,106.0,110.6,109.94,90.659,90.659,86.888,90.659,90.118,5196200.0,571272460000.0,260500.0,27371300000.0,7.2,5.9019,6.9632
DIG,2022-01-04,15:01:02,HOSE,STOCK,96.7,103.4,90.0,100.0,103.4,98.1,103.4,102.13,81.97,84.757,80.413,84.757,83.716,3536300.0,361151040000.0,0.0,0.0,6.7,5.492,6.9286
